1	0.084725	0.1129	0.152875	0.18085	0.1934	0.21655	0.23105	0.241725	0.362975	0.311325	0.100242	0.1275	0.169892	0.20125	0.215467	0.242017	0.252617	0.266975	0.428592	0.374108	0.091688	0.115275	0.140763	0.17485	0.258862	0.338288	0.342838	0.362762	0.394825	0.323062	0.059062	0.076225	0.065488	0.10165	0.323587	0.505362	0.501713	0.529087	0.261675	0.158187	0.036575	0.053125	0.02745	0.0649	0.340875	0.554275	0.54735	0.578025	0.181275	0.072575	0.03295	0.04915	0.0285	0.062175	0.300725	0.4931	0.486275	0.51615	0.1531	0.065225	0.0347	0.0509	0.031475	0.0642	0.285	0.46445	0.4628	0.4842	0.153925	0.06835	0.034325	0.055225	0.033425	0.0714	0.3214	0.489975	0.50245	0.51765	0.181975	0.07805	0.032975	0.056275	0.04065	0.0793	0.27035	0.374875	0.38565	0.406225	0.187675	0.08865	0.032325	0.05395	0.055163	0.0874	0.171037	0.204	0.209137	0.228575	0.188412	0.107738	0	0	520	0	39	0	1050	663	130	-126	-24	308	7	430	0	0	590	0	63	0	1050	954	193	-126	-22	317	6	450	132	0	550	132	52	73	1050	1527	159	-50	61	477	21	490	851	0	490	851	79	153	1050	1735	0	42	166	817	54	470	1008	0	590	1008	184	84	1050	1853	0	84	211	1250	56	460	1149	171	540	1320	90	5	757	2396	0	154	277	1838	91	330	1121	495	450	1616	77	4	368	2784	0	185	305	2283	98	340	773	496	350	1269	70	4	259	2239	0	158	281	1947	86	220
4	0.11705	0.14795	0.201267	0.229333	0.247167	0.26655	0.29195	0.304467	0.421767	0.320883	0.11765	0.14775	0.1968	0.2291	0.25595	0.2774	0.2967	0.3129	0.46075	0.368	0.11305	0.14195	0.178433	0.217417	0.286433	0.320783	0.333817	0.35615	0.468367	0.375083	0.08415	0.11185	0.1271	0.17165	0.3055	0.36015	0.36445	0.39465	0.3817	0.27945	0.05525	0.08175	0.075767	0.125883	0.324567	0.399517	0.395083	0.43315	0.295033	0.183817	0.05565	0.07525	0.0588	0.10595	0.32995	0.42555	0.4207	0.459	0.23905	0.1334	0.04805	0.06465	0.0467	0.08775	0.31945	0.41895	0.41985	0.4499	0.20485	0.10635	0.0273	0.04815	0.0289	0.071	0.265625	0.3351	0.337325	0.35665	0.14735	0.0703	0.0402	0.06235	0.06405	0.09995	0.181075	0.2139	0.218225	0.23715	0.2	0.13755	0.057025	0.080475	0.107512	0.133488	0.152637	0.1722	0.18295	0.203188	0.296275	0.219875	0	0	530	0	39	0	972	661	127	-127	-25	297	7	420	0	0	600	0	65	0	972	950	192	-127	-24	318	6	450	126	0	550	126	45	66	972	1552	159	-50	60	475	21	500	847	0	500	847	84	158	972	1705	0	40	167	811	55	460	996	0	600	996	188	88	972	1845	0	82	210	1238	56	440	1147	174	550	1321	89	5	673	2386	0	153	278	1829	92	330	1160	455	460	1615	87	4	337	2784	0	183	306	2284	98	340	614	662	330	1276	54	3	238	2243	0	157	283	1918	91	210
1	0.088725	0.111033	0.147475	0.167417	0.1905	0.211992	0.220775	0.231533	0.33815	0.268125	0.0972	0.11865	0.15275	0.174675	0.204275	0.2285	0.234125	0.248675	0.382975	0.32775	0.102408	0.122442	0.1475	0.174767	0.245125	0.299358	0.303333	0.323425	0.392833	0.338483	0.074825	0.093725	0.1007	0.1319	0.274475	0.384575	0.385	0.412975	0.3077	0.23455	0.047242	0.065008	0.0539	0.089033	0.303825	0.469792	0.466667	0.502525	0.222567	0.130617	0.032975	0.049888	0.030675	0.0652	0.308825	0.495412	0.493788	0.527863	0.178375	0.077588	0.032025	0.048363	0.031025	0.0604	0.289475	0.461438	0.466363	0.488988	0.175125	0.075462	0.0326	0.051275	0.032625	0.067025	0.2969	0.4497	0.467175	0.486125	0.17755	0.080875	0.034625	0.056925	0.043525	0.084525	0.251575	0.3411	0.356475	0.379175	0.18785	0.098075	0.038087	0.060725	0.06445	0.098538	0.177625	0.210487	0.216888	0.236962	0.203487	0.120487	0	0	530	0	36	0	1063	667	122	-126	-25	301	7	420	0	0	590	0	63	0	1063	963	185	-128	-24	315	6	460	112	0	560	112	48	60	1063	1538	162	-51	59	477	20	500	851	0	500	851	81	158	1063	1721	0	43	167	816	55	460	1007	0	600	1007	186	85	1063	1846	0	84	209	1235	56	460	1133	194	540	1327	84	4	730	2395	0	156	277	1830	93	330	1105	513	450	1618	78	4	367	2783	0	184	305	2273	98	340	743	523	330	1266	67	3	260	2230	0	158	280	1929	87	220
1	0.074125	0.091608	0.108542	0.120133	0.142525	0.158917	0.166617	0.185417	0.228758	0.171483	0.095475	0.117775	0.141375	0.16325	0.194725	0.21665	0.2207	0.24115	0.323775	0.28145	0.100608	0.124325	0.145225	0.176417	0.246383	0.295033	0.2959	0.315117	0.364983	0.325975	0.074625	0.095975	0.101475	0.13285	0.26775	0.3635	0.3573	0.38515	0.28555	0.225725	0.048642	0.067625	0.057725	0.089283	0.289117	0.431967	0.4187	0.455183	0.206117	0.125475	0.033363	0.050638	0.032938	0.06415	0.29005	0.4509	0.4367	0.47335	0.16465	0.073887	0.028788	0.045012	0.027112	0.05745	0.27055	0.4203	0.4113	0.43965	0.16115	0.070963	0.030175	0.0484	0.0293	0.06385	0.27835	0.412075	0.4195	0.43535	0.16505	0.073275	0.034725	0.0569	0.04345	0.0843	0.24	0.317675	0.3331	0.3472	0.1841	0.092375	0.0549	0.0714	0.06885	0.09835	0.15395	0.1738	0.18305	0.1947	0.1577	0.09885	0	0	530	0	32	0	1056	663	117	-128	-26	299	7	420	0	0	590	0	59	0	1056	963	176	-131	-27	313	5	460	94	0	550	94	45	49	1056	1541	163	-51	56	477	19	500	861	0	500	861	86	162	1056	1722	0	43	167	809	56	470	1000	0	600	1000	180	80	1056	1848	0	83	208	1228	55	450	1120	211	530	1331	80	4	694	2392	0	155	277	1825	92	340	1087	534	430	1621	79	4	360	2785	0	186	304	2264	99	340	718	552	310	1270	65	3	256	2231	0	158	280	1921	88	220
1	0.083175	0.106475	0.131158	0.171442	0.247892	0.270375	0.299258	0.314033	0.337992	0.238625	0.08215	0.105775	0.12675	0.164725	0.260575	0.31475	0.30865	0.342875	0.362075	0.2756	0.079058	0.10265	0.115417	0.150567	0.278792	0.371817	0.341233	0.382375	0.3583	0.274542	0.060975	0.08575	0.08255	0.1232	0.300975	0.41415	0.3937	0.428825	0.2932	0.199125	0.042892	0.06885	0.049683	0.095833	0.323158	0.456483	0.446167	0.475275	0.2281	0.123708	0.0431	0.0668	0.039525	0.088725	0.339275	0.4965	0.50015	0.5217	0.194225	0.088325	0.053875	0.073575	0.0472	0.096275	0.340925	0.49735	0.5056	0.52115	0.1893	0.090075	0.0388	0.051975	0.03455	0.06845	0.223825	0.316275	0.327	0.334675	0.129375	0.061125	0.028325	0.04745	0.0319	0.070125	0.195825	0.244125	0.257725	0.265725	0.137725	0.06655	0.035375	0.064275	0.052388	0.104212	0.261637	0.312887	0.32055	0.337575	0.207137	0.109012	0	0	530	0	38	0	1037	666	126	-126	-25	301	7	430	0	0	590	0	64	0	1037	962	189	-128	-24	316	6	460	119	0	550	119	48	64	1037	1537	162	-51	60	476	20	500	844	0	500	844	81	159	1037	1720	0	41	166	813	55	460	1008	0	600	1008	184	84	1037	1850	0	83	210	1237	56	460	1143	184	540	1327	87	4	721	2394	0	154	278	1831	92	330	1112	504	450	1616	79	4	360	2784	0	184	305	2275	98	340	721	550	330	1271	65	3	254	2233	0	158	281	1929	88	220
0	0.074917	0.104883	0.10485	0.155083	0.233233	0.262133	0.28115	0.281783	0.227483	0.169383	0.06955	0.0952	0.0851	0.1406	0.24575	0.2786	0.30135	0.29515	0.20995	0.1467	0.075133	0.096667	0.085833	0.137033	0.258283	0.290033	0.30745	0.305817	0.208833	0.142367	0.0778	0.0996	0.0931	0.1393	0.25745	0.2851	0.29995	0.30265	0.2147	0.1437	0.080467	0.102533	0.100367	0.141567	0.256617	0.280167	0.29245	0.299483	0.220567	0.145033	0.077825	0.100125	0.098675	0.13595	0.254525	0.2875	0.298225	0.305025	0.218025	0.1423	0.069875	0.092375	0.088025	0.12245	0.251175	0.3071	0.317275	0.319275	0.207075	0.1355	0.067375	0.08745	0.08055	0.1117	0.237175	0.299425	0.308325	0.31025	0.188075	0.12675	0.075425	0.0948	0.08955	0.11065	0.223325	0.284475	0.285575	0.2913	0.179075	0.1316	0.07465	0.095575	0.09275	0.10885	0.219362	0.277362	0.287087	0.28345	0.17565	0.130463	0	0	520	0	36	0	1084	672	122	-122	-22	309	7	420	0	0	580	0	61	0	1084	969	182	-124	-20	314	7	450	159	0	550	159	51	82	1084	1529	136	-47	62	484	21	480	864	0	490	864	76	126	1084	1749	0	44	168	824	56	470	995	0	600	995	195	96	1084	1858	0	84	209	1250	54	450	1124	202	540	1326	82	4	737	2412	0	156	276	1847	90	340	1071	556	440	1627	75	4	373	2783	0	187	306	2283	101	340	836	437	340	1273	77	4	265	2227	0	161	281	1964	86	230
4	0.1031	0.134833	0.18115	0.2114	0.23815	0.25605	0.271533	0.2824	0.377933	0.293933	0.137875	0.1754	0.2286	0.276075	0.3146	0.33985	0.3518	0.374825	0.498325	0.3791	0.139617	0.177125	0.217675	0.279208	0.375467	0.420158	0.42355	0.458717	0.515558	0.372283	0.09915	0.133375	0.145425	0.209525	0.4054	0.479875	0.47685	0.51525	0.416975	0.27365	0.058683	0.089625	0.073175	0.139842	0.435333	0.539592	0.53015	0.571783	0.318392	0.175017	0.034412	0.060438	0.032537	0.09385	0.44	0.572863	0.56475	0.602137	0.262675	0.1202	0.026337	0.045813	0.023512	0.07155	0.4194	0.579687	0.58065	0.606313	0.249825	0.1092	0.0263	0.043	0.0222	0.06615	0.40655	0.56945	0.58185	0.5993	0.2331	0.1004	0.03675	0.06215	0.0547	0.1129	0.3032	0.3906	0.40625	0.43185	0.2337	0.12335	0.05895	0.092625	0.111838	0.170913	0.210738	0.232538	0.247637	0.276537	0.277025	0.177888	0	0	530	0	32	0	1052	659	116	-128	-26	298	7	420	0	0	590	0	60	0	1052	951	176	-131	-27	313	5	460	95	0	550	95	44	48	1052	1543	162	-52	57	477	19	510	855	0	510	855	86	162	1052	1717	0	43	167	809	56	460	998	0	600	998	178	78	1052	1845	0	82	208	1226	55	450	1118	204	530	1322	81	4	702	2393	0	154	277	1826	92	330	1111	508	430	1619	81	4	360	2781	0	185	305	2269	99	340	693	581	310	1274	62	3	256	2233	0	158	281	1919	89	220
1	0.06305	0.067062	0.078063	0.091088	0.0974	0.106725	0.117188	0.1198	0.202737	0.170625	0.03645	0.0462	0.055725	0.068625	0.075325	0.08285	0.092425	0.09755	0.1977	0.1799	0.064812	0.081238	0.08995	0.11705	0.1862	0.252737	0.26565	0.27855	0.338075	0.286625	0.048638	0.058912	0.04695	0.07665	0.2573	0.426812	0.42725	0.44545	0.223425	0.140275	0.045075	0.055125	0.0338	0.065675	0.299375	0.505625	0.4977	0.526925	0.16305	0.070525	0.046425	0.059475	0.040688	0.072925	0.29125	0.470712	0.464913	0.496875	0.157	0.07275	0.040075	0.053425	0.037762	0.068975	0.26195	0.417338	0.420038	0.440725	0.151	0.07035	0.034975	0.050537	0.037962	0.069788	0.23155	0.347637	0.354662	0.371612	0.15375	0.073612	0.031125	0.050812	0.041288	0.075362	0.20005	0.261612	0.268788	0.289538	0.16525	0.082537	0.03625	0.057762	0.058275	0.090787	0.17305	0.2034	0.214388	0.232375	0.18635	0.104737	0	0	520	0	40	0	1076	674	128	-122	-21	309	8	430	0	0	590	0	63	0	1076	967	191	-122	-18	327	6	440	201	0	550	201	54	103	1076	1529	121	-46	66	487	22	480	888	0	490	888	76	108	1076	1751	0	46	172	827	58	470	1015	0	590	1015	187	85	1076	1865	0	86	213	1268	56	450	1161	173	540	1334	91	5	778	2413	0	156	279	1856	92	330	1109	516	460	1625	75	4	377	2786	0	186	307	2300	100	340	809	470	360	1279	73	4	266	2239	0	160	283	1977	87	230
1	0.0806	0.097125	0.1334	0.1541	0.164175	0.185958	0.198433	0.21215	0.346333	0.282008	0.08585	0.10085	0.130725	0.155875	0.17715	0.19865	0.214175	0.2246	0.3627	0.304325	0.075558	0.088908	0.099858	0.130308	0.201175	0.2414	0.251883	0.265433	0.309083	0.252817	0.058875	0.077125	0.072775	0.108425	0.257125	0.3389	0.34025	0.3629	0.25595	0.18275	0.042192	0.065342	0.045692	0.086542	0.313075	0.4364	0.428617	0.460367	0.202817	0.112683	0.032238	0.057875	0.030738	0.0738	0.33415	0.4816	0.472225	0.5033	0.174588	0.075825	0.029013	0.054725	0.027912	0.0702	0.32035	0.4745	0.471075	0.4917	0.171262	0.072175	0.040575	0.06725	0.037675	0.0815	0.32125	0.4574	0.4749	0.471725	0.1708	0.072275	0.04855	0.078525	0.058475	0.106475	0.2724	0.3457	0.363825	0.367825	0.19035	0.093425	0.042875	0.0731	0.083225	0.12125	0.1838	0.20585	0.2068	0.22955	0.217075	0.131575	0	0	540	0	32	0	1037	656	121	-130	-27	296	7	420	0	0	600	0	60	0	1037	958	181	-133	-28	304	6	460	87	0	550	87	38	43	1037	1564	168	-52	55	466	20	530	836	0	520	836	91	176	1037	1698	0	40	164	801	54	460	1002	0	600	1002	161	61	1037	1839	0	80	207	1202	56	450	1133	179	540	1312	87	4	730	2364	0	152	277	1813	92	330	1238	355	460	1593	92	5	367	2767	0	183	304	2278	96	330	700	551	340	1251	62	3	258	2235	0	155	278	1916	84	210
0	0.059275	0.0636	0.058125	0.076275	0.13265	0.15055	0.1622	0.161125	0.10705	0.07135	0.02445	0.03615	0.02365	0.05585	0.15825	0.1902	0.19595	0.2088	0.1004	0.0519	0.050775	0.07445	0.048125	0.11145	0.328775	0.400525	0.41445	0.437475	0.2052	0.105275	0.054525	0.07875	0.049775	0.11095	0.353325	0.440775	0.45955	0.477225	0.214	0.108225	0.0486	0.0742	0.04665	0.1056	0.33655	0.42485	0.4355	0.46035	0.20875	0.10755	0.040375	0.06535	0.04215	0.097625	0.297075	0.374725	0.37885	0.4081	0.188425	0.098725	0.039525	0.06105	0.04105	0.091875	0.276225	0.346575	0.35875	0.3771	0.167075	0.085375	0.04355	0.06765	0.04595	0.10295	0.32705	0.4198	0.4362	0.44915	0.18625	0.0941	0.0403	0.0683	0.04325	0.10535	0.3334	0.4354	0.4476	0.46485	0.19825	0.0961	0.03115	0.059825	0.035575	0.0947	0.28385	0.36545	0.3822	0.395375	0.1779	0.0826	0	0	520	0	44	0	1021	661	139	-126	-23	308	7	440	0	0	590	0	67	0	1021	955	206	-125	-19	319	7	450	147	0	560	147	54	85	1021	1532	161	-50	63	480	21	490	868	0	490	868	80	154	1021	1743	0	42	169	818	56	470	993	0	590	993	180	80	1021	1854	0	83	210	1255	54	450	1166	146	550	1312	96	5	770	2392	0	152	277	1839	89	330	1132	485	460	1617	76	4	362	2788	0	184	306	2287	98	340	766	518	350	1284	69	4	254	2242	0	158	283	1951	88	230
